0.011065431,0.961439502,1
0.257169182,0.5751101,1
0.413140595,0.744696856,1
0.317761401,0.706032475,1
0.437697175,0.909157895,1
0.086132912,0.855221396,1
0.41752892,0.617946025,1
0.086712662,0.671071368,1
0.088403705,0.704774603,1
0.157192392,0.686104493,1
0.21182133,0.033055622,0
0.22471319,0.365745173,0
0.424709702,0.406823737,0
0.005688507,0.244335353,0
0.409036604,0.167675394,0
0.366059875,0.003341834,0
0.141555292,0.394440179,0
0.464318148,0.172362276,0
0.279058901,0.233814839,0
0.418477497,0.301027586,0
